license_num,status,license_type,issued,expires,business_name,dba_name,license_description,applicant,manager,day_phone,evening_phone,tot_capacity,fee_amt,capacity,end_time,unit_type,numberofunits,address,city,state,zip,neighborhood,police_dist,gpsx,gpsy
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,500,0,N/A,Exhibition/Trade Show,2607,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,0,0,N/A,Stage Play,2,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,0,0,N/A,Instrument,6,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,0,0,N/A,Dancing by Patrons,1,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,0,0,N/A,Disc Jockey,1,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,540,0,N/A,Projector,3,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,180,0,N/A,Widescreen Television,1,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,0,0,N/A,TV / Monitor,1,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,0,0,N/A,Audio Device,1,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488715,Active,Live Entertainment,8/10/22,12/31/22,"Boston Center for the Arts, Inc.",Boston Center for the Arts,1 Cyclorama 2 076 capacity Black Box Theater 90 Plaza 142 Mills Gallery 299 Lease held with Boston Redevelopment Authority 3 Entertainment is not permitted outside 4 Noise levels to exceed 70 dB any time may 50 between 11pm 7am per Ordinance 5 shall cease no later than m,Kristi Keefe,Kristi Keefe,(617)828-9155,(617)426-1017,2607,0,2607,2:00AM,Floor Show,1,539     Tremont ST,Boston,MA,2116,Back Bay/South End,D-4,772036.9457,2950928.24
CAL-488627,Active,Non-Live Entertainment,8/5/22,12/31/22,Venture 66 LLC,Halftime Pizza,1 Entertainment is not permitted outside 2 Sound levels shall exceed 70 dB any time may 50 between 11 00 p m 7 per Boston Noise Ordinance,Justino Pasquale,Justino Pasquale,(781)854-8018,N/A,145,0,145,1:00 AM,TV / Monitor,0,115-  Causeway ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,774696,2958360
CAL-488627,Active,Non-Live Entertainment,8/5/22,12/31/22,Venture 66 LLC,Halftime Pizza,1 Entertainment is not permitted outside 2 Sound levels shall exceed 70 dB any time may 50 between 11 00 p m 7 per Boston Noise Ordinance,Justino Pasquale,Justino Pasquale,(781)854-8018,N/A,145,2880,0,N/A,Widescreen Television,16,115-  Causeway ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,774696,2958360
CAL-488524,Active,Non-Live Entertainment,8/1/22,12/31/22,LORD HOBO DRYDOCK LLC,Lord Hobo Seaport,1 Sound levels shall not exceed 70 dB any time may 50 between 11 00 p m 7 per Boston Noise Ordinance 2 Background music consisting an audio device is permitted on outdoor patio seven days week from 12 to,Daniel Lanigan,Daniel Lanigan,(617)997-3236,N/A,540,1080,0,N/A,Widescreen Television,6,2-  Dry Dock AVE,Boston,MA,2210,South Boston,C-6,781149.3467,2951071.099
CAL-488524,Active,Non-Live Entertainment,8/1/22,12/31/22,LORD HOBO DRYDOCK LLC,Lord Hobo Seaport,1 Sound levels shall not exceed 70 dB any time may 50 between 11 00 p m 7 per Boston Noise Ordinance 2 Background music consisting an audio device is permitted on outdoor patio seven days week from 12 to,Daniel Lanigan,Daniel Lanigan,(617)997-3236,N/A,540,0,540,12:00AM,Audio Device,1,2-  Dry Dock AVE,Boston,MA,2210,South Boston,C-6,781149.3467,2951071.099
CAL-488524,Active,Non-Live Entertainment,8/1/22,12/31/22,LORD HOBO DRYDOCK LLC,Lord Hobo Seaport,1 Sound levels shall not exceed 70 dB any time may 50 between 11 00 p m 7 per Boston Noise Ordinance 2 Background music consisting an audio device is permitted on outdoor patio seven days week from 12 to,Daniel Lanigan,Daniel Lanigan,(617)997-3236,N/A,540,50,0,N/A,Lawn Games,1,2-  Dry Dock AVE,Boston,MA,2210,South Boston,C-6,781149.3467,2951071.099
CAL-487381,Active,Non-Live Entertainment,7/27/22,12/31/22,Jumbo Oriental LLC,Jumbo Seafood,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,Kenneth Leung,Kenneth Leung,(617)620-3091,N/A,49,0,49,2:00AM,Audio Device,1,5-  Hudson ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,775092.4471,2953269.213
CAL-487381,Active,Non-Live Entertainment,7/27/22,12/31/22,Jumbo Oriental LLC,Jumbo Seafood,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,Kenneth Leung,Kenneth Leung,(617)620-3091,N/A,49,360,0,N/A,Widescreen Television,2,5-  Hudson ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,775092.4471,2953269.213
CAL-481807,Active,Non-Live Entertainment,7/7/22,12/31/22,"More Than Words, Inc.",More Than Words,1 Entertainment is not permitted outside 2 Noise levels to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am 3 Live entertainment be applied via one application,Shaun Newell,Shaun Newell,N/A,N/A,490,360,0,N/A,Widescreen Television,2,242- E Berkeley ST,Boston,MA,2118,Back Bay/South End,D-4,774179.4834,2950491.224
CAL-481807,Active,Non-Live Entertainment,7/7/22,12/31/22,"More Than Words, Inc.",More Than Words,1 Entertainment is not permitted outside 2 Noise levels to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am 3 Live entertainment be applied via one application,Shaun Newell,Shaun Newell,N/A,N/A,490,0,490,12:00PM,Audio Device,1,242- E Berkeley ST,Boston,MA,2118,Back Bay/South End,D-4,774179.4834,2950491.224
CAL-481807,Active,Non-Live Entertainment,7/7/22,12/31/22,"More Than Words, Inc.",More Than Words,1 Entertainment is not permitted outside 2 Noise levels to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am 3 Live entertainment be applied via one application,Shaun Newell,Shaun Newell,N/A,N/A,490,180,0,N/A,Projector,1,242- E Berkeley ST,Boston,MA,2118,Back Bay/South End,D-4,774179.4834,2950491.224
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,241,2:00AM,Floor Show,1,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,0,N/A,Karaoke,1,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,0,N/A,Audio Device,1,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,0,N/A,Jukebox,1,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,0,N/A,Board Game,1,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,0,N/A,Dancing by Patrons,1,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,0,N/A,Disc Jockey,1,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,0,N/A,Vocal,4,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
CAL-481902,Active,Night Club,6/30/22,12/31/22,186 HARVARD AVE BAR LLC,HAN,Floorshow to consist dance performers Games dice game Entertainment is not permitted outside Live entertainment may be operated seven 7 days until 2 00 m cover charge shall posted in clear conspicuous place licensee must periodically check all public non areas including restroom facilities assure that illegal disruptive activity will take on premises licensee’s staff keep an accurate count persons times ensure establishment does operate beyond its allowed capacity also aisles exits have security closing patrons exit orderly fashion do congregate area exceed 70 decibels any time 50 between 11 p per Boston Noise Ordinance,Henry Wong,Henry Wong,(617)669-8383,N/A,241,0,0,N/A,Instrument,8,186-   Harvard ST,Boston,MA,2124,Allston/Brighton,D-14,768800.6155,2933106.736
